"","id","founding_name","search_name"
"1264","Hoyleton","Hoyleton","Hoyleton"
"1265","Hrafn","Hrafn","Hrafn"
"1266","Hsien","Hsien","Hsien"
"1267","Huaide","Huaide","Huaide"
"1268","Huan","Huan","Huan"
"1269","Huanghuadian (Tincalunas 3130+)","Huanghuadian","Huanghuadian"
"1270","Hudeiba","Hudeiba","Hudeiba"
"1271","Huesta","Huesta","Huesta"
"1272","Humansville","Humansville","Humansville"
"1273","Hun Ho","Hun Ho","Hun Ho"
"1274","Hunan","Hunan","Hunan"
"1275","Hunter's Paradise","Hunter's Paradise","Hunter's Paradise"
"1276","Huntington","Huntington","Huntington"
"1277","Huntress","Huntress","Huntress"
"1278","Hurgh","Hurgh","Hurgh"
"1279","Hurik","Hurik","Hurik"
"1280","Huron","Huron","Huron"
"1281","Hustaing","Hustaing","Hustaing"
"1282","Hyades Cluster","Hyades Cluster","Hyades Cluster"
"1283","Hyalite","Hyalite","Hyalite"
"1284","Hyde","Hyde","Hyde"
"1285","Hyner","Hyner","Hyner"
"1286","Hyperion","Hyperion","Hyperion"
"1287","Hè-shì","Hè-shì","Hè-shì"
"1288","Hódmezovásárhely","Hódmezovásárhely","Hódmezovásárhely"
"1289","Ibarra","Ibarra","Ibarra"
"1290","Ibstock","Ibstock","Ibstock"
"1291","Icar","Icar","Icar"
"1292","Ichlangis","Ichlangis","Ichlangis"
"1293","Ichmandu","Ichmandu","Ichmandu"
"1294","Ictus","Ictus","Ictus"
"1295","Ideyld","Ideyld","Ideyld"
"1296","Idlewind","Idlewind","Idlewind"
"1297","Idrmach/Idrmarch","Idrmach/Idrmarch","Idrmach/Idrmarch"
"1298","Ife","Ife","Ife"
"1299","Igualada","Igualada","Igualada"
"1300","Iijima","Iijima","Iijima"
"1301","Ikast","Ikast","Ikast"
"1302","Iknogoro","Iknogoro","Iknogoro"
"1303","Ildlandet","Ildlandet","Ildlandet"
"1304","Ildrong (Sanurcha 2750-)","Sanurcha","Sanurcha"
"1305","Ilion","Ilion","Ilion"
"1306","Illium","Illium","Illium"
"1307","Illiushin","Illiushin","Illiushin"
"1308","Illizi","Illizi","Illizi"
"1309","Illyria","Illyria","Illyria"
"1310","Ilmachna","Ilmachna","Ilmachna"
"1311","Ilmar","Ilmar","Ilmar"
"1312","Ilzra","Ilzra","Ilzra"
"1313","Imalda","Imalda","Imalda"
"1314","Imbrial III","Imbrial III","Imbrial"
"1315","Imbros III","Imbros III","Imbros"
"1316","Immenstadt","Immenstadt","Immenstadt"
"1317","Ina","Ina","Ina"
"1318","Inarcs","Inarcs","Inarcs"
"1319","Inchicore","Inchicore","Inchicore"
"1320","Incukalns","Incukalns","Incukalns"
"1321","Independence","Independence","Independence"
"1322","Indicass","Indicass","Indicass"
"1323","Indrapurai","Indrapurai","Indrapurai"
"1324","Ingenstrem","Ingenstrem","Ingenstrem"
"1325","Ingersoll","Ingersoll","Ingersoll"
"1326","Inglesmond","Inglesmond","Inglesmond"
"1327","Ingonish","Ingonish","Ingonish"
"1328","Ingress","Ingress","Ingress"
"1329","Ingvolstand","Ingvolstand","Ingvolstand"
"1330","Inman","Inman","Inman"
"1331","Inner End","Inner End","Inner End"
"1332","Inner Surge","Inner Surge","Inner Surge"
"1333","Interstellar Expeditions Base #14","Interstellar Expeditions Base #14","Interstellar Expeditions Base #"
"1334","Interstellar Expeditions Base #22","Interstellar Expeditions Base #22","Interstellar Expeditions Base #"
"1335","Interstellar Expeditions Base #6","Interstellar Expeditions Base #6","Interstellar Expeditions Base #"
"1336","Ionus","Ionus","Ionus"
"1337","Ipava","Ipava","Ipava"
"1338","Ipswich","Ipswich","Ipswich"
"1339","Irece","Irece","Irece"
"1340","Irian","Irian","Irian"
"1341","Iron Land","Iron Land","Iron Land"
"1342","Ironhold","Ironhold","Ironhold"
"1343","Irurzun","Irurzun","Irurzun"
"1344","Isabela","Isabela","Isabela"
"1345","Isesaki","Isesaki","Isesaki"
"1346","Isfahan","Isfahan","Isfahan"
"1347","Ishtar","Ishtar","Ishtar"
"1348","Islamabad","Islamabad","Islamabad"
"1349","Islington","Islington","Islington"
"1350","Issaba","Issaba","Issaba"
"1351","Itabaiana","Itabaiana","Itabaiana"
"1352","Itica","Itica","Itica"
"1353","Ito","Ito","Ito"
"1354","Itrom","Itrom","Itrom"
"1355","Itzehoe","Itzehoe","Itzehoe"
"1356","Izar","Izar","Izar"
"1357","Izmir","Izmir","Izmir"
"1358","JF 01","JF 01","JF"
"1359","JF 02","JF 02","JF"
"1360","JF 03","JF 03","JF"
"1361","Jaboatao","Jaboatao","Jaboatao"
"1362","Jabuka","Jabuka","Jabuka"
"1363","Jacobabad","Jacobabad","Jacobabad"
"1364","Jacomarle","Jacomarle","Jacomarle"
"1365","Jacson","Jacson","Jacson"
"1366","Jaipur","Jaipur","Jaipur"
"1367","Jamestown","Jamestown","Jamestown"
"1368","Janina","Janina","Janina"
"1369","Jansen's Hold","Jansen's Hold","Jansen's Hold"
"1370","Jardangal","Jardangal","Jardangal"
"1371","Jardine (Herakleion 2822+)","Jardine","Jardine"
"1372","Jarett","Jarett","Jarett"
"1373","Jasmine","Jasmine","Jasmine"
"1374","Jatznik","Jatznik","Jatznik"
"1375","Jaumegarde","Jaumegarde","Jaumegarde"
"1376","Java","Java","Java"
"1377","Jeanette","Jeanette","Jeanette"
"1378","Jeju","Jeju","Jeju"
"1379","Jenet","Jenet","Jenet"
"1380","Jeppens","Jeppens","Jeppens"
"1381","Jerangle","Jerangle","Jerangle"
"1382","Jeronimo","Jeronimo","Jeronimo"
"1383","Jesenice","Jesenice","Jesenice"
"1384","Jesup","Jesup","Jesup"
"1385","Jezersko","Jezersko","Jezersko"
"1386","Jiddah","Jiddah","Jiddah"
"1387","Jilin","Jilin","Jilin"
"1388","Joan's Post","Joan's Post","Joan's Post"
"1389","Johnson","Johnson","Johnson"
"1390","Johnsondale","Johnsondale","Johnsondale"
"1391","Jonathan","Jonathan","Jonathan"
"1392","Jonzac","Jonzac","Jonzac"
"1393","Joppa","Joppa","Joppa"
"1394","Jordan Wais","Jordan Wais","Jordan Wais"
"1395","Jordian Cluster","Jordian Cluster","Jordian Cluster"
"1396","Jorvikland","Jorvikland","Jorvikland"
"1397","Joshua","Joshua","Joshua"
"1398","Josselin","Josselin","Josselin"
"1399","Jouques","Jouques","Jouques"
"1400","Joyz","Joyz","Joyz"
"1401","Juazeiro","Juazeiro","Juazeiro"
"1402","Jubka","Jubka","Jubka"
"1403","Junction","Junction","Junction"
"1404","June","June","June"
"1405","Jungar Qi","Jungar Qi","Jungar Qi"
"1406","Junior","Junior","Junior"
"1407","Juniper","Juniper","Juniper"
"1408","Jápminboddu","Jápminboddu","Jápminboddu"
"1409","Jászberény","Jászberény","Jászberény"
"1410","Kabah","Kabah","Kabah"
"1411","Kaesong","Kaesong","Kaesong"
"1412","Kafr Silim","Kafr Silim","Kafr Silim"
"1413","Kagoshima","Kagoshima","Kagoshima"
"1414","Kaguyak","Kaguyak","Kaguyak"
"1415","Kaifeng","Kaifeng","Kaifeng"
"1416","Kaitangata","Kaitangata","Kaitangata"
"1417","Kaiyuh","Kaiyuh","Kaiyuh"
"1418","Kajikazawa","Kajikazawa","Kajikazawa"
"1419","Kakada","Kakada","Kakada"
"1420","Kaldu","Kaldu","Kaldu"
"1421","Kalidasa","Kalidasa","Kalidasa"
"1422","Kalmar (CC)","Kalmar (CC)","Kalmar"
"1423","Kalmar (HL)","Kalmar (HL)","Kalmar"
"1424","Kamarod","Kamarod","Kamarod"
"1425","Kamenz","Kamenz","Kamenz"
"1426","Kampen","Kampen","Kampen"
"1427","Kanata","Kanata","Kanata"
"1428","Kandersteg","Kandersteg","Kandersteg"
"1429","Kandis","Kandis","Kandis"
"1430","Kannon","Kannon","Kannon"
"1431","Kanowit","Kanowit","Kanowit"
"1432","Kansu","Kansu","Kansu"
"1433","Kanto","Kanto","Kanto"
"1434","Kapoeta","Kapoeta","Kapoeta"
"1435","Karachi","Karachi","Karachi"
"1436","Karakiraz","Karakiraz","Karakiraz"
"1437","Karbala","Karbala","Karbala"
"1438","Karkkila","Karkkila","Karkkila"
"1439","Karlstejn","Karlstejn","Karlstejn"
"1440","Karpathos","Karpathos","Karpathos"
"1441","Karston","Karston","Karston"
"1442","Kasdach","Kasdach","Kasdach"
"1443","Kashilla","Kashilla","Kashilla"
"1444","Kathil","Kathil","Kathil"
"1445","Katinka","Katinka","Katinka"
"1446","Katla","Katla","Katla"
"1447","Katlehong","Katlehong","Katlehong"
"1448","Kaufermann","Kaufermann","Kaufermann"
"1449","Kaumberg","Kaumberg","Kaumberg"
"1450","Kaus Australis","Kaus Australis","Kaus Australis"
"1451","Kaus Borealis","Kaus Borealis","Kaus Borealis"
"1452","Kaus Media","Kaus Media","Kaus Media"
"1453","Kautokeino","Kautokeino","Kautokeino"
"1454","Kawabe","Kawabe","Kawabe"
"1455","Kawich","Kawich","Kawich"
"1456","Kazanka","Kazanka","Kazanka"
"1457","Kazlam","Kazlam","Kazlam"
"1458","Kaznejoy","Kaznejoy","Kaznejoy"
"1459","Kazu","Kazu","Kazu"
"1460","Kearny","Kearny","Kearny"
"1461","Kebili","Kebili","Kebili"
"1462","Keeling","Keeling","Keeling"
"1463","Kefya","Kefya","Kefya"
"1464","Keid","Keid","Keid"
"1465","Keihoku","Keihoku","Keihoku"
"1466","Kek","Kek","Kek"
"1467","Kelang","Kelang","Kelang"
"1468","Kelenfold","Kelenfold","Kelenfold"
"1469","Kempten","Kempten","Kempten"
"1470","Kendall","Kendall","Kendall"
"1471","Kenilworth","Kenilworth","Kenilworth"
"1472","Kennard","Kennard","Kennard"
"1473","Kent","Kent","Kent"
"1474","Kentares IV","Kentares IV","Kentares"
"1475","Kentwood","Kentwood","Kentwood"
"1476","Kerman","Kerman","Kerman"
"1477","Kern","Kern","Kern"
"1478","Kervil","Kervil","Kervil"
"1479","Kesai (Kesai IV)","Kesai (Kesai IV)","Kesai"
"1480","Kessel","Kessel","Kessel"
"1481","Kestrel","Kestrel","Kestrel"
"1482","Kettering","Kettering","Kettering"
"1483","Keuterville","Keuterville","Keuterville"
"1484","Keystone","Keystone","Keystone"
"1485","Keytesville","Keytesville","Keytesville"
"1486","Khartoum","Khartoum","Khartoum"
"1487","Khi","Khi","Khi"
"1488","Khon Kaen","Khon Kaen","Khon Kaen"
"1489","Ki Zoban","Ki Zoban","Ki Zoban"
"1490","Kiamba","Kiamba","Kiamba"
"1491","Kiesen","Kiesen","Kiesen"
"1492","Kievanur","Kievanur","Kievanur"
"1493","Kigamboni","Kigamboni","Kigamboni"
"1494","Kikuyu","Kikuyu","Kikuyu"
"1495","Kilarney","Kilarney","Kilarney"
"1496","Kilbourne","Kilbourne","Kilbourne"
"1497","Killarney","Killarney","Killarney"
"1498","Killbourn","Killbourn","Killbourn"
"1499","Kilmarnock","Kilmarnock","Kilmarnock"
"1500","Kimball II","Kimball II","Kimball"
"1501","Kimi","Kimi","Kimi"
"1502","Kinbrace","Kinbrace","Kinbrace"
"1503","Kingtribel","Kingtribel","Kingtribel"
"1504","Kinkaid II","Kinkaid II","Kinkaid"
"1505","Kirbyville","Kirbyville","Kirbyville"
"1506","Kirchbach","Kirchbach","Kirchbach"
"1507","Kirei Na Niwa","Kirei Na Niwa","Kirei Na Niwa"
"1508","Kirin","Kirin","Kirin"
"1509","Kirkcaldy","Kirkcaldy","Kirkcaldy"
"1510","Kirkenlaard","Kirkenlaard","Kirkenlaard"
"1511","Kirklin","Kirklin","Kirklin"
"1512","Kirkvåg (Toch Zu 2822+)","Kirkvåg","Kirkvåg"
"1513","Kiruna","Kiruna","Kiruna"
"1514","Kiserian","Kiserian","Kiserian"
"1515","Kitalpha","Kitalpha","Kitalpha"
"1516","Kitopler","Kitopler","Kitopler"
"1517","Kittery","Kittery","Kittery"
"1518","Kitzingen","Kitzingen","Kitzingen"
"1519","Kiyev","Kiyev","Kiyev"
"1520","Kladnitsa","Kladnitsa","Kladnitsa"
"1521","Klamriz V","Klamriz V","Klamriz"
"1522","Klathandu IV","Klathandu IV","Klathandu"
"1523","Klayne","Klayne","Klayne"
"1524","Kleinwelt","Kleinwelt","Kleinwelt"
"1525","Klenkar","Klenkar","Klenkar"
"1526","Kluane","Kluane","Kluane"
"1527","Knechee","Knechee","Knechee"
"1528","Knutdor","Knutdor","Knutdor"
"1529","Knutstad","Knutstad","Knutstad"
"1530","Ko","Ko","Ko"
"1531","Kobe","Kobe","Kobe"
"1532","Kochab","Kochab","Kochab"
"1533","Kockengen","Kockengen","Kockengen"
"1534","Kogl","Kogl","Kogl"
"1535","Kohlman","Kohlman","Kohlman"
"1536","Kokpekty","Kokpekty","Kokpekty"
"1537","Kola","Kola","Kola"
"1538","Kolobrzeg","Kolobrzeg","Kolobrzeg"
"1539","Kolovraty","Kolovraty","Kolovraty"
"1540","Komephoros","Komephoros","Komephoros"
"1541","Koniz","Koniz","Koniz"
"1542","Konopiste","Konopiste","Konopiste"
"1543","Konstance","Konstance","Konstance"
"1544","Kooken's Pleasure Pit","Kooken's Pleasure Pit","Kooken's Pleasure Pit"
"1545","Koping Chian","Koping Chian","Koping Chian"
"1546","Korramabad","Korramabad","Korramabad"
"1547","Korvitz","Korvitz","Korvitz"
"1548","Kosciusko","Kosciusko","Kosciusko"
"1549","Koskenkorva","Koskenkorva","Koskenkorva"
"1550","Kossandra's Memory","Kossandra's Memory","Kossandra's Memory"
"1551","Kostinbrod","Kostinbrod","Kostinbrod"
"1552","Kotzebue","Kotzebue","Kotzebue"
"1553","Koulen","Koulen","Koulen"
"1554","Koumi","Koumi","Koumi"
"1555","Kountze","Kountze","Kountze"
"1556","Koury","Koury","Koury"
"1557","Kowloon","Kowloon","Kowloon"
"1558","Krakatau","Krakatau","Krakatau"
"1559","Kreller","Kreller","Kreller"
"1560","Krenice","Krenice","Krenice"
"1561","Krievci","Krievci","Krievci"
"1562","Krimari","Krimari","Krimari"
"1563","Krin","Krin","Krin"
"1564","Kristiandsund","Kristiandsund","Kristiandsund"
"1565","Krung Thep","Krung Thep","Krung Thep"
"1566","Ksabi","Ksabi","Ksabi"
"1567","Kublenz","Kublenz","Kublenz"
"1568","Kufstein","Kufstein","Kufstein"
"1569","Kujari","Kujari","Kujari"
"1570","Kumqwat","Kumqwat","Kumqwat"
"1571","Kupang (CC)","Kupang (CC)","Kupang"
"1572","Kupang (RWR)","Kupang (RWR)","Kupang"
"1573","Kurhah","Kurhah","Kurhah"
"1574","Kurragin","Kurragin","Kurragin"
"1575","Kurvasa","Kurvasa","Kurvasa"
"1576","Kutludugun","Kutludugun","Kutludugun"
"1577","Kuzuu","Kuzuu","Kuzuu"
"1578","Kvistgard","Kvistgard","Kvistgard"
"1579","Kwamashu","Kwamashu","Kwamashu"
"1580","Kwangchowwang","Kwangchowwang","Kwangchowwang"
"1581","Kwangjong-ni","Kwangjong-ni","Kwangjong-ni"
"1582","Kyeinnisan","Kyeinnisan","Kyeinnisan"
"1583","Kyrkbacken","Kyrkbacken","Kyrkbacken"
"1584","Köln (FWL)","Köln (FWL)","Köln"
"1585","Köln (HL)","Köln (HL)","Köln"
"1586","Köningsberg","Köningsberg","Köningsberg"
"1587","La Blon","La Blon","La Blon"
"1588","La Grave","La Grave","La Grave"
"1589","La Ligua","La Ligua","La Ligua"
"1590","Labouchere","Labouchere","Labouchere"
"1591","Labrea","Labrea","Labrea"
"1592","Lacadon","Lacadon","Lacadon"
"1593","Lackhove","Lackhove","Lackhove"
"1594","Lackland","Lackland","Lackland"
"1595","Laconis","Laconis","Laconis"
"1596","Lahti","Lahti","Lahti"
"1597","Laiaka","Laiaka","Laiaka"
"1598","Lamar","Lamar","Lamar"
"1599","Lambrecht","Lambrecht","Lambrecht"
"1600","Lamon","Lamon","Lamon"
"1601","Lamu (Tunlmar 2822+)","Lamu","Lamu"
"1602","Lancaster (FWL)","Lancaster (FWL)","Lancaster"
"1603","Lancaster (LC)","Lancaster (LC)","Lancaster"
"1604","Land's End","Land's End","Land's End"
"1605","Lande","Lande","Lande"
"1606","Landfall","Landfall","Landfall"
"1607","Landmark","Landmark","Landmark"
"1608","Landrum","Landrum","Landrum"
"1609","Langhorne","Langhorne","Langhorne"
"1610","Laong","Laong","Laong"
"1611","Lapida II","Lapida II","Lapida"
"1612","Larned","Larned","Larned"
"1613","Larsha","Larsha","Larsha"
"1614","Las Tunas","Las Tunas","Las Tunas"
"1615","Last Chance","Last Chance","Last Chance"
"1616","Last Frontier","Last Frontier","Last Frontier"
"1617","Lastpost","Lastpost","Lastpost"
"1618","Latexo","Latexo","Latexo"
"1619","Latice","Latice","Latice"
"1620","Launam","Launam","Launam"
"1621","Laureles","Laureles","Laureles"
"1622","Laurent","Laurent","Laurent"
"1623","Laurieston","Laurieston","Laurieston"
"1624","Layover","Layover","Layover"
"1625","Le Blanc","Le Blanc","Le Blanc"
"1626","Leamington","Leamington","Leamington"
"1627","Lee","Lee","Lee"
"1628","Leganes","Leganes","Leganes"
"1629","Leh","Leh","Leh"
"1630","Leipsic","Leipsic","Leipsic"
"1631","Leiston","Leiston","Leiston"
"1632","Lemnos","Lemnos","Lemnos"
"1633","Lengkong","Lengkong","Lengkong"
"1634","Leoben","Leoben","Leoben"
"1635","Lepaterique","Lepaterique","Lepaterique"
"1636","Les Halles","Les Halles","Les Halles"
"1637","Lesalles","Lesalles","Lesalles"
"1638","Leskovik","Leskovik","Leskovik"
"1639","Lesnovo","Lesnovo","Lesnovo"
"1640","Leviathans Rest","Leviathans Rest","Leviathans Rest"
"1641","Leximon","Leximon","Leximon"
"1642","Lexington","Lexington","Lexington"
"1643","Leyda","Leyda","Leyda"
"1644","Leyland","Leyland","Leyland"
"1645","León","León","León"
"1646","Lhasa","Lhasa","Lhasa"
"1647","Liao (Cynthiana 2202-)","Cynthiana","Cynthiana"
"1648","Liezen","Liezen","Liezen"
"1649","Lihue","Lihue","Lihue"
"1650","Lima","Lima","Lima"
"1651","Lindassa","Lindassa","Lindassa"
"1652","Linden","Linden","Linden"
"1653","Lindenmarle","Lindenmarle","Lindenmarle"
"1654","Lindsay","Lindsay","Lindsay"
"1655","Ling","Ling","Ling"
"1656","Linhauiguan","Linhauiguan","Linhauiguan"
"1657","Linneus","Linneus","Linneus"
"1658","Linqing","Linqing","Linqing"
"1659","Lintz","Lintz","Lintz"
"1660","Lipton","Lipton","Lipton"
"1661","Listowel","Listowel","Listowel"
"1662","Ljugarn","Ljugarn","Ljugarn"
"1663","Loburg","Loburg","Loburg"
"1664","Lochmantle","Lochmantle","Lochmantle"
"1665","Lockdale","Lockdale","Lockdale"
"1666","Lockton","Lockton","Lockton"
"1667","Loeches","Loeches","Loeches"
"1668","Logan Prime","Logan Prime","Logan Prime"
"1669","Logan's Land","Logan's Land","Logan's Land"
"1670","Logandale","Logandale","Logandale"
"1671","Logres","Logres","Logres"
"1672","Loikaw","Loikaw","Loikaw"
"1673","Lokoja","Lokoja","Lokoja"
"1674","Lonaconing","Lonaconing","Lonaconing"
"1675","Londerholm","Londerholm","Londerholm"
"1676","Lone Star","Lone Star","Lone Star"
"1677","Loongana","Loongana","Loongana"
"1678","Loparri","Loparri","Loparri"
"1679","Lopez","Lopez","Lopez"
"1680","Lordinax","Lordinax","Lordinax"
"1681","Loric","Loric","Loric"
"1682","Lorkdal","Lorkdal","Lorkdal"
"1683","Lost","Lost","Lost"
"1684","Lothair","Lothair","Lothair"
"1685","Lothan","Lothan","Lothan"
"1686","Lothario","Lothario","Lothario"
"1687","Lovinac","Lovinac","Lovinac"
"1688","Loxley","Loxley","Loxley"
"1689","Loyalty","Loyalty","Loyalty"
"1690","Loysville","Loysville","Loysville"
"1691","Luanda","Luanda","Luanda"
"1692","Lucerne","Lucerne","Lucerne"
"1693","Lucianca","Lucianca","Lucianca"
"1694","Lucknow","Lucknow","Lucknow"
"1695","Luderitz","Luderitz","Luderitz"
"1696","Ludwig","Ludwig","Ludwig"
"1697","Ludwigshafen","Ludwigshafen","Ludwigshafen"
"1698","Lukla","Lukla","Lukla"
"1699","Lum","Lum","Lum"
"1700","Lummatii","Lummatii","Lummatii"
"1701","Lungdo","Lungdo","Lungdo"
"1702","Lurgatan","Lurgatan","Lurgatan"
"1703","Lushann","Lushann","Lushann"
"1704","Lushun (Jibbet 3130+)","Lushun","Lushun"
"1705","Luthien","Luthien","Luthien"
"1706","Luxani","Luxani","Luxani"
"1707","Luxen","Luxen","Luxen"
"1708","Luzerne","Luzerne","Luzerne"
"1709","Lyceum","Lyceum","Lyceum"
"1710","Lynchburg","Lynchburg","Lynchburg"
"1711","Lyndon","Lyndon","Lyndon"
"1712","Lynn","Lynn","Lynn"
"1713","Lyons","Lyons","Lyons"
"1714","Lyreton","Lyreton","Lyreton"
"1715","Lywick (Ferreusvirgo 3130+)","Lywick","Lywick"
"1716","Lübeck","Lübeck","Lübeck"
"1717","Ma'anshan","Ma'anshan","Ma'anshan"
"1718","MacLeod's Land","MacLeod's Land","MacLeod's Land"
"1719","Machapuchre","Machapuchre","Machapuchre"
"1720","Machida","Machida","Machida"
"1721","Macintosh","Macintosh","Macintosh"
"1722","Mackenzie","Mackenzie","Mackenzie"
"1723","Mackolla","Mackolla","Mackolla"
"1724","Macksburg","Macksburg","Macksburg"
"1725","Macomb","Macomb","Macomb"
"1726","Maderas","Maderas","Maderas"
"1727","Madiun","Madiun","Madiun"
"1728","Madras","Madras","Madras"
"1729","Maestu","Maestu","Maestu"
"1730","Maharet","Maharet","Maharet"
"1731","Mahone","Mahone","Mahone"
"1732","Mahrah","Mahrah","Mahrah"
"1733","Maia","Maia","Maia"
"1734","Main Street","Main Street","Main Street"
"1735","Maison","Maison","Maison"
"1736","Maisons","Maisons","Maisons"
"1737","Malacca","Malacca","Malacca"
"1738","Maladar","Maladar","Maladar"
"1739","Malador Cluster","Malador Cluster","Malador Cluster"
"1740","Malaga","Malaga","Malaga"
"1741","Malagrotta","Malagrotta","Malagrotta"
"1742","Malazan","Malazan","Malazan"
"1743","Maldive","Maldive","Maldive"
"1744","Maldonado","Maldonado","Maldonado"
"1745","Malibu","Malibu","Malibu"
"1746","Mallory's World","Mallory's World","Mallory's World"
"1747","Manapire","Manapire","Manapire"
"1748","Manaringaine","Manaringaine","Manaringaine"
"1749","Manassas","Manassas","Manassas"
"1750","Manaus","Manaus","Manaus"
"1751","Mandal","Mandal","Mandal"
"1752","Mandalas","Mandalas","Mandalas"
"1753","Mandaoaaru","Mandaoaaru","Mandaoaaru"
"1754","Mandaree","Mandaree","Mandaree"
"1755","Mandate","Mandate","Mandate"
"1756","Mandeville","Mandeville","Mandeville"
"1757","Manennaia","Manennaia","Manennaia"
"1758","Mangor","Mangor","Mangor"
"1759","Mangzhangdian","Mangzhangdian","Mangzhangdian"
"1760","Manihiki","Manihiki","Manihiki"
"1761","Mankova","Mankova","Mankova"
"1762","Manksville","Manksville","Manksville"
"1763","Mannedorf","Mannedorf","Mannedorf"
"1764","Manotick","Manotick","Manotick"
"1765","Mansfield","Mansfield","Mansfield"
"1766","Mansu-ri","Mansu-ri","Mansu-ri"
"1767","Manteno","Manteno","Manteno"
"1768","Manx","Manx","Manx"
"1769","Mao","Mao","Mao"
"1770","Mara","Mara","Mara"
"1771","Marantha","Marantha","Marantha"
"1772","Mararn","Mararn","Mararn"
"1773","Marathon","Marathon","Marathon"
"1774","Marawi","Marawi","Marawi"
"1775","Marcus","Marcus","Marcus"
"1776","Marduk","Marduk","Marduk"
"1777","Marfik","Marfik","Marfik"
"1778","Mariefred","Mariefred","Mariefred"
"1779","Marielund","Marielund","Marielund"
"1780","Marik","Marik","Marik"
"1781","Maripa","Maripa","Maripa"
"1782","Marisura","Marisura","Marisura"
"1783","Maritgues","Maritgues","Maritgues"
"1784","Marius's Tears","Marius's Tears","Marius's Tears"
"1785","Markab","Markab","Markab"
"1786","Markesan","Markesan","Markesan"
"1787","Marknick","Marknick","Marknick"
"1788","Marlette","Marlette","Marlette"
"1789","Marlowe's Rift","Marlowe's Rift","Marlowe's Rift"
"1790","Marodzi","Marodzi","Marodzi"
"1791","Marsalle","Marsalle","Marsalle"
"1792","Marshall","Marshall","Marshall"
"1793","Marshdale","Marshdale","Marshdale"
"1794","Mas","Mas","Mas"
"1795","Masterson","Masterson","Masterson"
"1796","Masterton","Masterton","Masterton"
"1797","Matamoras","Matamoras","Matamoras"
"1798","Matar","Matar","Matar"
"1799","Matheran","Matheran","Matheran"
"1800","Matsu","Matsu","Matsu"
"1801","Matsuida","Matsuida","Matsuida"
"1802","Mattisskogen","Mattisskogen","Mattisskogen"
"1803","Mauckport","Mauckport","Mauckport"
"1804","Maule","Maule","Maule"
"1805","Mauna Loa","Mauna Loa","Mauna Loa"
"1806","Mauripur","Mauripur","Mauripur"
"1807","Mavegh","Mavegh","Mavegh"
"1808","Maxie's Planet","Maxie's Planet","Maxie's Planet"
"1809","Maximillian","Maximillian","Maximillian"
"1810","Maxwell","Maxwell","Maxwell"
"1811","Mayenne","Mayenne","Mayenne"
"1812","Mayetta","Mayetta","Mayetta"
"1813","Maynard","Maynard","Maynard"
"1814","Mazdru","Mazdru","Mazdru"
"1815","McAffe","McAffe","McAffe"
"1816","McAlister","McAlister","McAlister"
"1817","McComb","McComb","McComb"
"1818","McEvans' Sacrifice","McEvans' Sacrifice","McEvans' Sacrifice"
"1819","McEvedy's Folly","McEvedy's Folly","McEvedy's Folly"
"1820","McGehee","McGehee","McGehee"
"1821","McHenry","McHenry","McHenry"
"1822","McKellan","McKellan","McKellan"
"1823","McKenna","McKenna","McKenna"
"1824","McRae","McRae","McRae"
"1825","Meacham","Meacham","Meacham"
"1826","Meadowvale","Meadowvale","Meadowvale"
"1827","Mearra","Mearra","Mearra"
"1828","Mechdur","Mechdur","Mechdur"
"1829","Medellin","Medellin","Medellin"
"1830","Medron","Medron","Medron"
"1831","Medzev","Medzev","Medzev"
"1832","Megarez","Megarez","Megarez"
"1833","Megaris","Megaris","Megaris"
"1834","Meghy","Meghy","Meghy"
"1835","Megiddo","Megiddo","Megiddo"
"1836","Megrez","Megrez","Megrez"
"1837","Meilen","Meilen","Meilen"
"1838","Meinacos","Meinacos","Meinacos"
"1839","Meinhof","Meinhof","Meinhof"
"1840","Meinrad","Meinrad","Meinrad"
"1841","Mejicanos","Mejicanos","Mejicanos"
"1842","Melcher","Melcher","Melcher"
"1843","Melidron","Melidron","Melidron"
"1844","Melilla","Melilla","Melilla"
"1845","Melissia","Melissia","Melissia"
"1846","Melk","Melk","Melk"
"1847","Melville","Melville","Melville"
"1848","Memmingen","Memmingen","Memmingen"
"1849","Memphis","Memphis","Memphis"
"1850","Mendham","Mendham","Mendham"
"1851","Menion","Menion","Menion"
"1852","Menkalinan","Menkalinan","Menkalinan"
"1853","Menkar","Menkar","Menkar"
"1854","Menke","Menke","Menke"
"1855","Menkent","Menkent","Menkent"
"1856","Menkib","Menkib","Menkib"
"1857","Mentasta","Mentasta","Mentasta"
"1858","Merak","Merak","Merak"
"1859","Mercedes","Mercedes","Mercedes"
"1860","Merdal","Merdal","Merdal"
"1861","Merlin","Merlin","Merlin"
"1862","Merlynpede","Merlynpede","Merlynpede"
"1863","Mermentau","Mermentau","Mermentau"
"1864","Merope","Merope","Merope"
"1865","Merowinger","Merowinger","Merowinger"
"1866","Mersa Matruh","Mersa Matruh","Mersa Matruh"
"1867","Merton","Merton","Merton"
"1868","Mesa Verde","Mesa Verde","Mesa Verde"
"1869","Mesartim (Conway)","Mesartim (Conway)","Mesartim"
"1870","Metter","Metter","Metter"
"1871","Mezzana","Mezzana","Mezzana"
"1872","Miaplacidus","Miaplacidus","Miaplacidus"
"1873","Micanos (Mica II, V, VII)","Micanos (Mica II, V, VII)","Micanos"
