Country or Area,Year,Area,Sex,Language,Record Type,Reliability,Source Year,Value
Mozambique,1997,Rural,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2001,8779121
Mozambique,1997,Rural,Both Sexes,Cisena,Census - de jure - complete tabulation,"Final figure, complete",2001,639476
Mozambique,1997,Rural,Both Sexes,Echuwabo,Census - de jure - complete tabulation,"Final figure, complete",2001,637037
Mozambique,1997,Rural,Both Sexes,Elomwe,Census - de jure - complete tabulation,"Final figure, complete",2001,852602
Mozambique,1997,Rural,Both Sexes,Emakhuwa,Census - de jure - complete tabulation,"Final figure, complete",2001,2599812
Mozambique,1997,Rural,Both Sexes,None,Census - de jure - complete tabulation,"Final figure, complete",2001,4819
Mozambique,1997,Rural,Both Sexes,Other Mozambique,Census - de jure - complete tabulation,"Final figure, complete",2001,2939398
Mozambique,1997,Rural,Both Sexes,Other Foreign Languages,Census - de jure - complete tabulation,"Final figure, complete",2001,27657
Mozambique,1997,Rural,Both Sexes,Portuguese,Census - de jure - complete tabulation,"Final figure, complete",2001,172031
Mozambique,1997,Rural,Both Sexes,Xichangana,Census - de jure - complete tabulation,"Final figure, complete",2001,792227
Mozambique,1997,Rural,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2001,114062
Mozambique,1997,Rural,Male,Total,Census - de jure - complete tabulation,"Final figure, complete",2001,4112201
Mozambique,1997,Rural,Male,Cisena,Census - de jure - complete tabulation,"Final figure, complete",2001,300206
Mozambique,1997,Rural,Male,Echuwabo,Census - de jure - complete tabulation,"Final figure, complete",2001,298554
Mozambique,1997,Rural,Male,Elomwe,Census - de jure - complete tabulation,"Final figure, complete",2001,399052
Mozambique,1997,Rural,Male,Emakhuwa,Census - de jure - complete tabulation,"Final figure, complete",2001,1253784
Mozambique,1997,Rural,Male,None,Census - de jure - complete tabulation,"Final figure, complete",2001,2267
Mozambique,1997,Rural,Male,Other Mozambique,Census - de jure - complete tabulation,"Final figure, complete",2001,1336990
Mozambique,1997,Rural,Male,Other Foreign Languages,Census - de jure - complete tabulation,"Final figure, complete",2001,14696
Mozambique,1997,Rural,Male,Portuguese,Census - de jure - complete tabulation,"Final figure, complete",2001,120083
Mozambique,1997,Rural,Male,Xichangana,Census - de jure - complete tabulation,"Final figure, complete",2001,328773
Mozambique,1997,Rural,Male,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2001,57796
Mozambique,1997,Rural,Female,Total,Census - de jure - complete tabulation,"Final figure, complete",2001,4666920
Mozambique,1997,Rural,Female,Cisena,Census - de jure - complete tabulation,"Final figure, complete",2001,339270
Mozambique,1997,Rural,Female,Echuwabo,Census - de jure - complete tabulation,"Final figure, complete",2001,338483
Mozambique,1997,Rural,Female,Elomwe,Census - de jure - complete tabulation,"Final figure, complete",2001,453550
Mozambique,1997,Rural,Female,Emakhuwa,Census - de jure - complete tabulation,"Final figure, complete",2001,1346028
Mozambique,1997,Rural,Female,None,Census - de jure - complete tabulation,"Final figure, complete",2001,2552
Mozambique,1997,Rural,Female,Other Mozambique,Census - de jure - complete tabulation,"Final figure, complete",2001,1602408
Mozambique,1997,Rural,Female,Other Foreign Languages,Census - de jure - complete tabulation,"Final figure, complete",2001,12961
Mozambique,1997,Rural,Female,Portuguese,Census - de jure - complete tabulation,"Final figure, complete",2001,51948
Mozambique,1997,Rural,Female,Xichangana,Census - de jure - complete tabulation,"Final figure, complete",2001,463454
Mozambique,1997,Rural,Female,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2001,56266
Namibia,2011,Total,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2014,2064489
Namibia,2011,Total,Both Sexes,Afrikaans,Census - de facto - complete tabulation,"Final figure, complete",2014,180029
Namibia,2011,Total,Both Sexes,Bushmen,Census - de facto - complete tabulation,"Final figure, complete",2014,19535
Namibia,2011,Total,Both Sexes,Caprivi,Census - de facto - complete tabulation,"Final figure, complete",2014,92956
Namibia,2011,Total,Both Sexes,English,Census - de facto - complete tabulation,"Final figure, complete",2014,50225
Namibia,2011,Total,Both Sexes,German,Census - de facto - complete tabulation,"Final figure, complete",2014,11154
Namibia,2011,Total,Both Sexes,Herero,Census - de facto - complete tabulation,"Final figure, complete",2014,173077
Namibia,2011,Total,Both Sexes,Kavango,Census - de facto - complete tabulation,"Final figure, complete",2014,215057
Namibia,2011,Total,Both Sexes,Nama,Census - de facto - complete tabulation,"Final figure, complete",2014,233614
Namibia,2011,Total,Both Sexes,Ovambo,Census - de facto - complete tabulation,"Final figure, complete",2014,1018848
Namibia,2011,Total,Both Sexes,Tswana,Census - de facto - complete tabulation,"Final figure, complete",2014,5311
Namibia,2011,Total,Both Sexes,Other,Census - de facto - complete tabulation,"Final figure, complete",2014,64260
Namibia,2011,Total,Both Sexes,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2014,423
Namibia,2011,Total,Male,Total,Census - de facto - complete tabulation,"Final figure, complete",2014,990407
Namibia,2011,Total,Male,Afrikaans,Census - de facto - complete tabulation,"Final figure, complete",2014,88157
Namibia,2011,Total,Male,Bushmen,Census - de facto - complete tabulation,"Final figure, complete",2014,9884
Namibia,2011,Total,Male,Caprivi,Census - de facto - complete tabulation,"Final figure, complete",2014,45070
Namibia,2011,Total,Male,English,Census - de facto - complete tabulation,"Final figure, complete",2014,24889
Namibia,2011,Total,Male,German,Census - de facto - complete tabulation,"Final figure, complete",2014,5332
Namibia,2011,Total,Male,Herero,Census - de facto - complete tabulation,"Final figure, complete",2014,85408
Namibia,2011,Total,Male,Kavango,Census - de facto - complete tabulation,"Final figure, complete",2014,103155
Namibia,2011,Total,Male,Nama,Census - de facto - complete tabulation,"Final figure, complete",2014,113243
Namibia,2011,Total,Male,Ovambo,Census - de facto - complete tabulation,"Final figure, complete",2014,481384
Namibia,2011,Total,Male,Tswana,Census - de facto - complete tabulation,"Final figure, complete",2014,2487
Namibia,2011,Total,Male,Other,Census - de facto - complete tabulation,"Final figure, complete",2014,31204
Namibia,2011,Total,Male,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2014,194
Namibia,2011,Total,Female,Total,Census - de facto - complete tabulation,"Final figure, complete",2014,1074082
Namibia,2011,Total,Female,Afrikaans,Census - de facto - complete tabulation,"Final figure, complete",2014,91872
Namibia,2011,Total,Female,Bushmen,Census - de facto - complete tabulation,"Final figure, complete",2014,9651
Namibia,2011,Total,Female,Caprivi,Census - de facto - complete tabulation,"Final figure, complete",2014,47886
Namibia,2011,Total,Female,English,Census - de facto - complete tabulation,"Final figure, complete",2014,25336
Namibia,2011,Total,Female,German,Census - de facto - complete tabulation,"Final figure, complete",2014,5822
Namibia,2011,Total,Female,Herero,Census - de facto - complete tabulation,"Final figure, complete",2014,87669
Namibia,2011,Total,Female,Kavango,Census - de facto - complete tabulation,"Final figure, complete",2014,111902
Namibia,2011,Total,Female,Nama,Census - de facto - complete tabulation,"Final figure, complete",2014,120371
Namibia,2011,Total,Female,Ovambo,Census - de facto - complete tabulation,"Final figure, complete",2014,537464
Namibia,2011,Total,Female,Tswana,Census - de facto - complete tabulation,"Final figure, complete",2014,2824
Namibia,2011,Total,Female,Other,Census - de facto - complete tabulation,"Final figure, complete",2014,33056
Namibia,2011,Total,Female,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2014,229
Namibia,2011,Urban,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2014,872448
Namibia,2011,Urban,Both Sexes,Afrikaans,Census - de facto - complete tabulation,"Final figure, complete",2014,149134
Namibia,2011,Urban,Both Sexes,Bushmen,Census - de facto - complete tabulation,"Final figure, complete",2014,2628
Namibia,2011,Urban,Both Sexes,Caprivi,Census - de facto - complete tabulation,"Final figure, complete",2014,34895
Namibia,2011,Urban,Both Sexes,English,Census - de facto - complete tabulation,"Final figure, complete",2014,45425
Namibia,2011,Urban,Both Sexes,German,Census - de facto - complete tabulation,"Final figure, complete",2014,9024
Namibia,2011,Urban,Both Sexes,Herero,Census - de facto - complete tabulation,"Final figure, complete",2014,70444
Namibia,2011,Urban,Both Sexes,Kavango,Census - de facto - complete tabulation,"Final figure, complete",2014,63644
Namibia,2011,Urban,Both Sexes,Nama,Census - de facto - complete tabulation,"Final figure, complete",2014,142046
Namibia,2011,Urban,Both Sexes,Ovambo,Census - de facto - complete tabulation,"Final figure, complete",2014,321249
Namibia,2011,Urban,Both Sexes,Tswana,Census - de facto - complete tabulation,"Final figure, complete",2014,2325
Namibia,2011,Urban,Both Sexes,Other,Census - de facto - complete tabulation,"Final figure, complete",2014,31457
Namibia,2011,Urban,Both Sexes,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2014,177
Namibia,2011,Urban,Male,Total,Census - de facto - complete tabulation,"Final figure, complete",2014,420035
Namibia,2011,Urban,Male,Afrikaans,Census - de facto - complete tabulation,"Final figure, complete",2014,71648
Namibia,2011,Urban,Male,Bushmen,Census - de facto - complete tabulation,"Final figure, complete",2014,1260
Namibia,2011,Urban,Male,Caprivi,Census - de facto - complete tabulation,"Final figure, complete",2014,16191
Namibia,2011,Urban,Male,English,Census - de facto - complete tabulation,"Final figure, complete",2014,22184
Namibia,2011,Urban,Male,German,Census - de facto - complete tabulation,"Final figure, complete",2014,4227
Namibia,2011,Urban,Male,Herero,Census - de facto - complete tabulation,"Final figure, complete",2014,31871
Namibia,2011,Urban,Male,Kavango,Census - de facto - complete tabulation,"Final figure, complete",2014,30970
Namibia,2011,Urban,Male,Nama,Census - de facto - complete tabulation,"Final figure, complete",2014,65519
Namibia,2011,Urban,Male,Ovambo,Census - de facto - complete tabulation,"Final figure, complete",2014,159650
Namibia,2011,Urban,Male,Tswana,Census - de facto - complete tabulation,"Final figure, complete",2014,1045
Namibia,2011,Urban,Male,Other,Census - de facto - complete tabulation,"Final figure, complete",2014,15381
Namibia,2011,Urban,Male,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2014,89
Namibia,2011,Urban,Female,Total,Census - de facto - complete tabulation,"Final figure, complete",2014,452413
Namibia,2011,Urban,Female,Afrikaans,Census - de facto - complete tabulation,"Final figure, complete",2014,77486
Namibia,2011,Urban,Female,Bushmen,Census - de facto - complete tabulation,"Final figure, complete",2014,1368
Namibia,2011,Urban,Female,Caprivi,Census - de facto - complete tabulation,"Final figure, complete",2014,18704
Namibia,2011,Urban,Female,English,Census - de facto - complete tabulation,"Final figure, complete",2014,23241
Namibia,2011,Urban,Female,German,Census - de facto - complete tabulation,"Final figure, complete",2014,4797
Namibia,2011,Urban,Female,Herero,Census - de facto - complete tabulation,"Final figure, complete",2014,38573
Namibia,2011,Urban,Female,Kavango,Census - de facto - complete tabulation,"Final figure, complete",2014,32674
Namibia,2011,Urban,Female,Nama,Census - de facto - complete tabulation,"Final figure, complete",2014,76527
Namibia,2011,Urban,Female,Ovambo,Census - de facto - complete tabulation,"Final figure, complete",2014,161599
Namibia,2011,Urban,Female,Tswana,Census - de facto - complete tabulation,"Final figure, complete",2014,1280
Namibia,2011,Urban,Female,Other,Census - de facto - complete tabulation,"Final figure, complete",2014,16076
Namibia,2011,Urban,Female,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2014,88
Namibia,2011,Rural,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2014,1192041
Namibia,2011,Rural,Both Sexes,Afrikaans,Census - de facto - complete tabulation,"Final figure, complete",2014,30895
Namibia,2011,Rural,Both Sexes,Bushmen,Census - de facto - complete tabulation,"Final figure, complete",2014,16907
Namibia,2011,Rural,Both Sexes,Caprivi,Census - de facto - complete tabulation,"Final figure, complete",2014,58061
Namibia,2011,Rural,Both Sexes,English,Census - de facto - complete tabulation,"Final figure, complete",2014,4800
Namibia,2011,Rural,Both Sexes,German,Census - de facto - complete tabulation,"Final figure, complete",2014,2130
Namibia,2011,Rural,Both Sexes,Herero,Census - de facto - complete tabulation,"Final figure, complete",2014,102633
Namibia,2011,Rural,Both Sexes,Kavango,Census - de facto - complete tabulation,"Final figure, complete",2014,151413
Namibia,2011,Rural,Both Sexes,Nama,Census - de facto - complete tabulation,"Final figure, complete",2014,91568
Namibia,2011,Rural,Both Sexes,Ovambo,Census - de facto - complete tabulation,"Final figure, complete",2014,697599
Namibia,2011,Rural,Both Sexes,Tswana,Census - de facto - complete tabulation,"Final figure, complete",2014,2986
Namibia,2011,Rural,Both Sexes,Other,Census - de facto - complete tabulation,"Final figure, complete",2014,32803
Namibia,2011,Rural,Both Sexes,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2014,246
Namibia,2011,Rural,Male,Total,Census - de facto - complete tabulation,"Final figure, complete",2014,570372
Namibia,2011,Rural,Male,Afrikaans,Census - de facto - complete tabulation,"Final figure, complete",2014,16509
Namibia,2011,Rural,Male,Bushmen,Census - de facto - complete tabulation,"Final figure, complete",2014,8624
Namibia,2011,Rural,Male,Caprivi,Census - de facto - complete tabulation,"Final figure, complete",2014,28879
Namibia,2011,Rural,Male,English,Census - de facto - complete tabulation,"Final figure, complete",2014,2705
Namibia,2011,Rural,Male,German,Census - de facto - complete tabulation,"Final figure, complete",2014,1105
Namibia,2011,Rural,Male,Herero,Census - de facto - complete tabulation,"Final figure, complete",2014,53537
Namibia,2011,Rural,Male,Kavango,Census - de facto - complete tabulation,"Final figure, complete",2014,72185
Namibia,2011,Rural,Male,Nama,Census - de facto - complete tabulation,"Final figure, complete",2014,47724
Namibia,2011,Rural,Male,Ovambo,Census - de facto - complete tabulation,"Final figure, complete",2014,321734
Namibia,2011,Rural,Male,Tswana,Census - de facto - complete tabulation,"Final figure, complete",2014,1442
Namibia,2011,Rural,Male,Other,Census - de facto - complete tabulation,"Final figure, complete",2014,15823
Namibia,2011,Rural,Male,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2014,105
Namibia,2011,Rural,Female,Total,Census - de facto - complete tabulation,"Final figure, complete",2014,621669
Namibia,2011,Rural,Female,Afrikaans,Census - de facto - complete tabulation,"Final figure, complete",2014,14386
Namibia,2011,Rural,Female,Bushmen,Census - de facto - complete tabulation,"Final figure, complete",2014,8283
Namibia,2011,Rural,Female,Caprivi,Census - de facto - complete tabulation,"Final figure, complete",2014,29182
Namibia,2011,Rural,Female,English,Census - de facto - complete tabulation,"Final figure, complete",2014,2095
Namibia,2011,Rural,Female,German,Census - de facto - complete tabulation,"Final figure, complete",2014,1025
Namibia,2011,Rural,Female,Herero,Census - de facto - complete tabulation,"Final figure, complete",2014,49096
Namibia,2011,Rural,Female,Kavango,Census - de facto - complete tabulation,"Final figure, complete",2014,79228
Namibia,2011,Rural,Female,Nama,Census - de facto - complete tabulation,"Final figure, complete",2014,43844
Namibia,2011,Rural,Female,Ovambo,Census - de facto - complete tabulation,"Final figure, complete",2014,375865
Namibia,2011,Rural,Female,Tswana,Census - de facto - complete tabulation,"Final figure, complete",2014,1544
Namibia,2011,Rural,Female,Other,Census - de facto - complete tabulation,"Final figure, complete",2014,16980
Namibia,2011,Rural,Female,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2014,141
Namibia,2001,Total,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2010,1219756
Namibia,2001,Total,Both Sexes,Afrikaans,Census - de facto - complete tabulation,"Final figure, complete",2010,214333
Namibia,2001,Total,Both Sexes,Bushmen,Census - de facto - complete tabulation,"Final figure, complete",2010,3422
Namibia,2001,Total,Both Sexes,Caprivi,Census - de facto - complete tabulation,"Final figure, complete",2010,52503
Namibia,2001,Total,Both Sexes,English,Census - de facto - complete tabulation,"Final figure, complete",2010,129359
Namibia,2001,Total,Both Sexes,German,Census - de facto - complete tabulation,"Final figure, complete",2010,7230
Namibia,2001,Total,Both Sexes,Herero,Census - de facto - complete tabulation,"Final figure, complete",2010,62565
Namibia,2001,Total,Both Sexes,Kavango,Census - de facto - complete tabulation,"Final figure, complete",2010,108344
Namibia,2001,Total,Both Sexes,Nama,Census - de facto - complete tabulation,"Final figure, complete",2010,42377
Namibia,2001,Total,Both Sexes,Ovambo,Census - de facto - complete tabulation,"Final figure, complete",2010,584718
Namibia,2001,Total,Both Sexes,Tswana,Census - de facto - complete tabulation,"Final figure, complete",2010,2384
Namibia,2001,Total,Both Sexes,Other,Census - de facto - complete tabulation,"Final figure, complete",2010,7600
Namibia,2001,Total,Both Sexes,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2010,4923
Namibia,2001,Total,Male,Total,Census - de facto - complete tabulation,"Final figure, complete",2010,582823
Namibia,2001,Total,Male,Afrikaans,Census - de facto - complete tabulation,"Final figure, complete",2010,104247
Namibia,2001,Total,Male,Bushmen,Census - de facto - complete tabulation,"Final figure, complete",2010,1688
Namibia,2001,Total,Male,Caprivi,Census - de facto - complete tabulation,"Final figure, complete",2010,26060
Namibia,2001,Total,Male,English,Census - de facto - complete tabulation,"Final figure, complete",2010,63678
Namibia,2001,Total,Male,German,Census - de facto - complete tabulation,"Final figure, complete",2010,3433
Namibia,2001,Total,Male,Herero,Census - de facto - complete tabulation,"Final figure, complete",2010,30839
Namibia,2001,Total,Male,Kavango,Census - de facto - complete tabulation,"Final figure, complete",2010,53973
Namibia,2001,Total,Male,Nama,Census - de facto - complete tabulation,"Final figure, complete",2010,19033
Namibia,2001,Total,Male,Ovambo,Census - de facto - complete tabulation,"Final figure, complete",2010,272010
Namibia,2001,Total,Male,Tswana,Census - de facto - complete tabulation,"Final figure, complete",2010,1106
Namibia,2001,Total,Male,Other,Census - de facto - complete tabulation,"Final figure, complete",2010,4370
Namibia,2001,Total,Male,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2010,2386
Namibia,2001,Total,Female,Total,Census - de facto - complete tabulation,"Final figure, complete",2010,636932
Namibia,2001,Total,Female,Afrikaans,Census - de facto - complete tabulation,"Final figure, complete",2010,110086
Namibia,2001,Total,Female,Bushmen,Census - de facto - complete tabulation,"Final figure, complete",2010,1734
Namibia,2001,Total,Female,Caprivi,Census - de facto - complete tabulation,"Final figure, complete",2010,26443
Namibia,2001,Total,Female,English,Census - de facto - complete tabulation,"Final figure, complete",2010,65681
Namibia,2001,Total,Female,German,Census - de facto - complete tabulation,"Final figure, complete",2010,3796
Namibia,2001,Total,Female,Herero,Census - de facto - complete tabulation,"Final figure, complete",2010,31726
Namibia,2001,Total,Female,Kavango,Census - de facto - complete tabulation,"Final figure, complete",2010,54371
Namibia,2001,Total,Female,Nama,Census - de facto - complete tabulation,"Final figure, complete",2010,23342
Namibia,2001,Total,Female,Ovambo,Census - de facto - complete tabulation,"Final figure, complete",2010,312708
Namibia,2001,Total,Female,Tswana,Census - de facto - complete tabulation,"Final figure, complete",2010,1278
Namibia,2001,Total,Female,Other,Census - de facto - complete tabulation,"Final figure, complete",2010,3230
Namibia,2001,Total,Female,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2010,2537
Namibia,2001,Urban,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2010,465520
Namibia,2001,Urban,Both Sexes,Afrikaans,Census - de facto - complete tabulation,"Final figure, complete",2010,154216
Namibia,2001,Urban,Both Sexes,Bushmen,Census - de facto - complete tabulation,"Final figure, complete",2010,884
Namibia,2001,Urban,Both Sexes,Caprivi,Census - de facto - complete tabulation,"Final figure, complete",2010,17410
Namibia,2001,Urban,Both Sexes,English,Census - de facto - complete tabulation,"Final figure, complete",2010,84799
Namibia,2001,Urban,Both Sexes,German,Census - de facto - complete tabulation,"Final figure, complete",2010,5185
Namibia,2001,Urban,Both Sexes,Herero,Census - de facto - complete tabulation,"Final figure, complete",2010,21831
Namibia,2001,Urban,Both Sexes,Kavango,Census - de facto - complete tabulation,"Final figure, complete",2010,22119
Namibia,2001,Urban,Both Sexes,Nama,Census - de facto - complete tabulation,"Final figure, complete",2010,21496
Namibia,2001,Urban,Both Sexes,Ovambo,Census - de facto - complete tabulation,"Final figure, complete",2010,129227
Namibia,2001,Urban,Both Sexes,Tswana,Census - de facto - complete tabulation,"Final figure, complete",2010,923
Namibia,2001,Urban,Both Sexes,Other,Census - de facto - complete tabulation,"Final figure, complete",2010,5507
Namibia,2001,Urban,Both Sexes,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2010,1923
Namibia,2001,Urban,Male,Total,Census - de facto - complete tabulation,"Final figure, complete",2010,227310
Namibia,2001,Urban,Male,Afrikaans,Census - de facto - complete tabulation,"Final figure, complete",2010,72050
Namibia,2001,Urban,Male,Bushmen,Census - de facto - complete tabulation,"Final figure, complete",2010,430
Namibia,2001,Urban,Male,Caprivi,Census - de facto - complete tabulation,"Final figure, complete",2010,7940
Namibia,2001,Urban,Male,English,Census - de facto - complete tabulation,"Final figure, complete",2010,41433
Namibia,2001,Urban,Male,German,Census - de facto - complete tabulation,"Final figure, complete",2010,2446
Namibia,2001,Urban,Male,Herero,Census - de facto - complete tabulation,"Final figure, complete",2010,9672
Namibia,2001,Urban,Male,Kavango,Census - de facto - complete tabulation,"Final figure, complete",2010,11014
Namibia,2001,Urban,Male,Nama,Census - de facto - complete tabulation,"Final figure, complete",2010,8852
Namibia,2001,Urban,Male,Ovambo,Census - de facto - complete tabulation,"Final figure, complete",2010,69198
Namibia,2001,Urban,Male,Tswana,Census - de facto - complete tabulation,"Final figure, complete",2010,394
Namibia,2001,Urban,Male,Other,Census - de facto - complete tabulation,"Final figure, complete",2010,2968
Namibia,2001,Urban,Male,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2010,913
Namibia,2001,Urban,Female,Total,Census - de facto - complete tabulation,"Final figure, complete",2010,238209
Namibia,2001,Urban,Female,Afrikaans,Census - de facto - complete tabulation,"Final figure, complete",2010,82166
Namibia,2001,Urban,Female,Bushmen,Census - de facto - complete tabulation,"Final figure, complete",2010,454
Namibia,2001,Urban,Female,Caprivi,Census - de facto - complete tabulation,"Final figure, complete",2010,9470
Namibia,2001,Urban,Female,English,Census - de facto - complete tabulation,"Final figure, complete",2010,43366
Namibia,2001,Urban,Female,German,Census - de facto - complete tabulation,"Final figure, complete",2010,2738
Namibia,2001,Urban,Female,Herero,Census - de facto - complete tabulation,"Final figure, complete",2010,12159
Namibia,2001,Urban,Female,Kavango,Census - de facto - complete tabulation,"Final figure, complete",2010,11105
Namibia,2001,Urban,Female,Nama,Census - de facto - complete tabulation,"Final figure, complete",2010,12644
Namibia,2001,Urban,Female,Ovambo,Census - de facto - complete tabulation,"Final figure, complete",2010,60029
Namibia,2001,Urban,Female,Tswana,Census - de facto - complete tabulation,"Final figure, complete",2010,529
Namibia,2001,Urban,Female,Other,Census - de facto - complete tabulation,"Final figure, complete",2010,2539
Namibia,2001,Urban,Female,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2010,1010
Namibia,2001,Rural,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2010,754236
Namibia,2001,Rural,Both Sexes,Afrikaans,Census - de facto - complete tabulation,"Final figure, complete",2010,60117
Namibia,2001,Rural,Both Sexes,Bushmen,Census - de facto - complete tabulation,"Final figure, complete",2010,2538
Namibia,2001,Rural,Both Sexes,Caprivi,Census - de facto - complete tabulation,"Final figure, complete",2010,35093
Namibia,2001,Rural,Both Sexes,English,Census - de facto - complete tabulation,"Final figure, complete",2010,44560
Namibia,2001,Rural,Both Sexes,German,Census - de facto - complete tabulation,"Final figure, complete",2010,2045
Namibia,2001,Rural,Both Sexes,Herero,Census - de facto - complete tabulation,"Final figure, complete",2010,40734
Namibia,2001,Rural,Both Sexes,Kavango,Census - de facto - complete tabulation,"Final figure, complete",2010,86225
Namibia,2001,Rural,Both Sexes,Nama,Census - de facto - complete tabulation,"Final figure, complete",2010,20879
Namibia,2001,Rural,Both Sexes,Ovambo,Census - de facto - complete tabulation,"Final figure, complete",2010,455491
Namibia,2001,Rural,Both Sexes,Tswana,Census - de facto - complete tabulation,"Final figure, complete",2010,1461
Namibia,2001,Rural,Both Sexes,Other,Census - de facto - complete tabulation,"Final figure, complete",2010,2093
Namibia,2001,Rural,Both Sexes,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2010,3000
Namibia,2001,Rural,Male,Total,Census - de facto - complete tabulation,"Final figure, complete",2010,355513
Namibia,2001,Rural,Male,Afrikaans,Census - de facto - complete tabulation,"Final figure, complete",2010,32197
Namibia,2001,Rural,Male,Bushmen,Census - de facto - complete tabulation,"Final figure, complete",2010,1258
Namibia,2001,Rural,Male,Caprivi,Census - de facto - complete tabulation,"Final figure, complete",2010,18120
Namibia,2001,Rural,Male,English,Census - de facto - complete tabulation,"Final figure, complete",2010,22245
Namibia,2001,Rural,Male,German,Census - de facto - complete tabulation,"Final figure, complete",2010,987
Namibia,2001,Rural,Male,Herero,Census - de facto - complete tabulation,"Final figure, complete",2010,21167
Namibia,2001,Rural,Male,Kavango,Census - de facto - complete tabulation,"Final figure, complete",2010,42959
Namibia,2001,Rural,Male,Nama,Census - de facto - complete tabulation,"Final figure, complete",2010,10181
Namibia,2001,Rural,Male,Ovambo,Census - de facto - complete tabulation,"Final figure, complete",2010,202812
Namibia,2001,Rural,Male,Tswana,Census - de facto - complete tabulation,"Final figure, complete",2010,712
Namibia,2001,Rural,Male,Other,Census - de facto - complete tabulation,"Final figure, complete",2010,1402
Namibia,2001,Rural,Male,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2010,1473
Namibia,2001,Rural,Female,Total,Census - de facto - complete tabulation,"Final figure, complete",2010,398723
Namibia,2001,Rural,Female,Afrikaans,Census - de facto - complete tabulation,"Final figure, complete",2010,27920
Namibia,2001,Rural,Female,Bushmen,Census - de facto - complete tabulation,"Final figure, complete",2010,1280
Namibia,2001,Rural,Female,Caprivi,Census - de facto - complete tabulation,"Final figure, complete",2010,16973
Namibia,2001,Rural,Female,English,Census - de facto - complete tabulation,"Final figure, complete",2010,22315
Namibia,2001,Rural,Female,German,Census - de facto - complete tabulation,"Final figure, complete",2010,1058
Namibia,2001,Rural,Female,Herero,Census - de facto - complete tabulation,"Final figure, complete",2010,19567
Namibia,2001,Rural,Female,Kavango,Census - de facto - complete tabulation,"Final figure, complete",2010,43266
Namibia,2001,Rural,Female,Nama,Census - de facto - complete tabulation,"Final figure, complete",2010,10698
Namibia,2001,Rural,Female,Ovambo,Census - de facto - complete tabulation,"Final figure, complete",2010,252679
Namibia,2001,Rural,Female,Tswana,Census - de facto - complete tabulation,"Final figure, complete",2010,749
Namibia,2001,Rural,Female,Other,Census - de facto - complete tabulation,"Final figure, complete",2010,691
Namibia,2001,Rural,Female,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2010,1527
Nepal,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,26494504
Nepal,2011,Total,Both Sexes,Assamese,Census - de jure - complete tabulation,"Final figure, complete",2013,476
Nepal,2011,Total,Both Sexes,Awadhi,Census - de jure - complete tabulation,"Final figure, complete",2013,501752
Nepal,2011,Total,Both Sexes,Angika,Census - de jure - complete tabulation,"Final figure, complete",2013,18555
Nepal,2011,Total,Both Sexes,Bengali,Census - de jure - complete tabulation,"Final figure, complete",2013,21061
Nepal,2011,Total,Both Sexes,Bhojpuri,Census - de jure - complete tabulation,"Final figure, complete",2013,1584958
Nepal,2011,Total,Both Sexes,Bote,Census - de jure - complete tabulation,"Final figure, complete",2013,8766
Nepal,2011,Total,Both Sexes,Bhujel/Khawas,Census - de jure - complete tabulation,"Final figure, complete",2013,21715
Nepal,2011,Total,Both Sexes,Bajjika,Census - de jure - complete tabulation,"Final figure, complete",2013,793416
Nepal,2011,Total,Both Sexes,Bantawa,Census - de jure - complete tabulation,"Final figure, complete",2013,132583
Nepal,2011,Total,Both Sexes,Bahing,Census - de jure - complete tabulation,"Final figure, complete",2013,11658
Nepal,2011,Total,Both Sexes,Byangshi,Census - de jure - complete tabulation,"Final figure, complete",2013,480
